,year,url,batter,batter_hand,pitcher,pitcher_hand,event,type,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,py,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,spin_dir,spin_rate
1750,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_04/day_30/gid_2010_04_30_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,462382,R,Single,X,79.83,150.24,80.2,74.5,3.43,1.74,0.73,-5.56,0.567,1.4,2.275,-1.424,50,7.164,4.389,-117.447,-2.707,1.015,23.254,-39.825,23.8,-2.4,11.8,Curve ball,7.555,953.382
1753,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_04/day_30/gid_2010_04_30_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,458006,R,Flyout,X,120.17,145.92,91.6,85.2,3.43,1.74,-10.74,10.02,-0.736,1.4,2.521,-2.043,50,5.633,7.197,-134.057,-5.717,-19.787,25.494,-13.631,23.8,51.5,5.2,Sinker,226.858,2934.71
1801,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_01/gid_2010_05_01_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,448269,R,Single,X,96.14,126.93,89.1,81.8,3.43,1.74,-5.61,7.53,0.217,1.4,3.244,-1.479,50,5.922,6.238,-130.502,-3.169,-9.645,28.303,-19.153,23.8,22.8,5.1,Four seam fast ball,216.527,1801.398
1805,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_01/gid_2010_05_01_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,448269,R,Double,X,117.6,142.47,86.7,80.4,3.43,1.74,-8.19,3.83,-0.42,1.4,2.649,-1.89,50,5.966,6.371,-126.99,-3.204,-13.448,24.587,-25.802,23.8,24.9,7.2,Change-up,244.647,1700.089
1811,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_01/gid_2010_05_01_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,424805,L,Flyout,X,101.29,151.97,88.2,81.1,3.43,1.74,5.52,9.57,-0.036,1.4,2.168,0.939,50,6.269,-4.306,-129.113,-7.293,9.287,27.797,-16.012,23.8,-25.6,4.7,Four seam fast ball,150.119,2094.517
1817,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_01/gid_2010_05_01_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,448592,R,Groundout,X,127.04,144.2,85.4,79,3.43,1.74,-6.15,-7.02,-0.796,1.4,2.611,-3.646,50,4.017,9.013,-124.866,5.28,-9.75,24.123,-43.233,23.8,10.8,11,Four seam fast ball,318.601,1712.978
1884,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_02/gid_2010_05_02_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,119154,R,Groundout,X,97.85,147.65,89.9,81.7,3.43,1.74,-5.69,10.19,0.097,1.4,2.505,-2.409,50,6.563,8.352,-131.302,-7.618,-9.778,31.863,-14.589,23.7,25.5,4.3,Four seam fast ball,209.075,2223.174
1885,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_02/gid_2010_05_02_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,119154,R,Grounded Into DP,X,88.41,141.61,89.8,83.7,3.43,1.74,-6.24,9,0.385,1.4,2.583,-2.209,50,6.751,8.872,-131.131,-7.743,-11.027,24.012,-16.208,23.9,28.3,4.6,Four seam fast ball,214.63,2146.762
1887,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_02/gid_2010_05_02_bosmlb_balmlb_1/inning/inning_all.xml,134181,R,119154,R,Flyout,X,121.03,130.38,85.2,79.4,3.43,1.74,1.21,3.35,-0.665,1.4,3.197,-2.92,50,6.627,5.185,-124.821,-3.066,1.931,23.24,-26.767,23.9,-5.9,7,Slider,160.348,667.325
1931,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_03/gid_2010_05_03_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,434578,L,Forceout,X,120.17,151.97,94.8,85.1,3.43,1.74,8.82,7.65,-0.634,1.4,2.226,0.712,50,6.012,-6.724,-138.684,-6.972,16.676,39.606,-17.647,23.6,-37.1,5.3,Two-seam fastball,131.061,2313.581
1943,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_03/gid_2010_05_03_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,434578,L,Forceout,X,90.99,134.7,92.2,83.6,3.43,1.74,9.09,6.27,0.246,1.4,3.013,1.183,50,5.883,-5.592,-135.063,-3.678,16.479,34.446,-20.725,23.7,-34.9,5.9,Two-seam fastball,124.791,2155.374
1952,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_03/gid_2010_05_03_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,461212,R,Home Run,X,119.31,131.24,91.9,82.7,3.43,1.74,-8.83,8.85,-0.572,1.4,2.911,-2.174,50,5.585,7.215,-134.531,-3.931,-15.785,35.864,-16.284,23.7,38.7,5.1,Sinker,224.809,2415.371
1957,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_03/gid_2010_05_03_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,425530,R,Double,X,97.85,145.06,95.3,85.7,3.43,1.74,-4.44,10.63,0.043,1.4,2.519,-0.933,50,5.797,4.221,-139.51,-6.782,-8.516,39.036,-11.694,23.6,28.5,3.3,Four seam fast ball,202.577,2306.527
2007,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_04/gid_2010_05_04_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,429722,R,Flyout,X,118.45,133.84,92.4,83.5,3.43,1.56,-2.72,9.74,-0.275,1.4,3.742,-1.527,50,6.038,4.252,-135.401,-3.372,-4.941,35.121,-14.386,23.7,14.2,3.5,Four seam fast ball,195.522,1978.094
2010,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_04/gid_2010_05_04_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,429722,R,Lineout,X,110.73,174.42,93.7,84.4,3.43,1.56,-3.73,10.75,-0.748,1.4,2.405,-1.313,50,5.796,2.81,-137.275,-6.838,-6.938,37.452,-12.097,23.7,23.9,3.3,Four seam fast ball,199.062,2244.945
2076,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_05/gid_2010_05_05_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,334492,R,Single,X,123.61,137.29,90.5,81.3,3.51,1.67,-9.14,4.99,-0.722,1.4,2.805,-1.44,50,5.739,4.909,-132.608,-3.044,-15.789,36.233,-23.479,23.6,30.8,6.7,Sinker,241.158,1971.988
2089,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_05/gid_2010_05_05_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,334492,R,Flyout,X,115.88,127.79,89.3,80.6,3.51,1.67,-8.72,6.03,-0.59,1.4,3.233,-1.436,50,5.82,5.051,-130.883,-2.341,-14.773,33.742,-21.885,23.7,31,6.3,Sinker,235.143,1995.547
2097,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_05/gid_2010_05_05_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,334492,R,Single,X,104.72,139.88,88.3,80.4,3.51,1.67,-8.08,3.62,-0.062,1.4,2.743,-1.365,50,5.847,5.963,-129.41,-2.744,-13.479,31.026,-26.052,23.7,24.4,7.2,Sinker,245.573,1659.653
2105,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_05/gid_2010_05_05_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,150118,L,Home Run,X,105.58,152.83,91.5,82.7,3.51,1.67,8.78,5.56,-0.225,1.4,2.018,1.792,50,4.9,-8.258,-133.853,-3.304,15.586,34.617,-22.222,23.7,-30.4,6.1,Sinker,122.56,2004.312
2156,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_06/gid_2010_05_06_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,431148,L,Single,X,109.01,120.02,92.5,83.2,3.43,1.74,6.98,10.12,-0.295,1.4,3.516,0.827,50,5.554,-5.364,-135.517,-2.806,12.673,36.275,-13.731,23.7,-37.9,4.1,Four seam fast ball,145.507,2395.624
2181,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_06/gid_2010_05_06_anamlb_bosmlb_1/inning/inning_all.xml,134181,R,461212,R,Single,X,78.97,161.47,92.2,84.5,3.43,1.74,-8.94,4.43,0.724,1.4,1.784,-2.147,50,5.385,10.694,-134.773,-5.03,-16.333,31.096,-24.006,23.8,29.1,6.4,Sinker,243.43,1965.786
2265,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_07/gid_2010_05_07_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,461833,R,Groundout,X,78.97,151.97,90.4,82.4,3.51,1.67,0.63,7.5,0.652,1.4,1.995,-2.62,50,5.424,8.277,-132.24,-5.235,1.102,31.976,-19.006,23.7,-8.4,4.8,Cut-Fastball,175.218,1449.689
2281,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_07/gid_2010_05_07_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,502085,R,Single,X,84.12,164.92,93,83.2,3.51,1.67,1.03,13.27,0.449,1.4,1.651,-1.88,50,5.274,5.817,-136.03,-8.079,1.86,38.838,-8.045,23.6,-18.6,2.5,Cut-Fastball,175.594,2581.032
2353,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_08/gid_2010_05_08_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,282332,L,Grounded Into DP,X,101.29,153.69,94.1,85.9,3.51,1.67,8.266,7.443,-0.116,1.4,2.07,1.95,50,6.175,-8.482,-137.496,-7.766,15.663,33.374,-17.995,23.7,-34.6,5.2,Sinker,132.154,2229.264
2366,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_08/gid_2010_05_08_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,282332,L,Groundout,X,55.79,128.65,86.1,78,3.51,1.67,4.405,6.173,1.428,1.4,3.074,1.959,50,5.968,-2.72,-126.28,-2.628,6.961,30.829,-22.344,23.7,-15.4,6.2,Change-up,144.697,1383.815
2374,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_08/gid_2010_05_08_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,469686,R,Forceout,X,80.69,143.33,86.8,79.2,3.51,1.67,-0.23,8.537,0.485,1.4,2.618,-2.372,50,6.091,7.201,-127.052,-4.988,-0.371,29.281,-18.332,23.7,-3.5,4.9,Cut-Fastball,181.533,1581.159
2435,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_09/gid_2010_05_09_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,150359,R,Double,X,84.12,133.84,93.4,84,3.51,1.67,-4.74,10.88,0.378,1.4,3.364,-1.843,50,5.855,7.572,-136.757,-4.408,-8.761,37.114,-12.011,23.6,27,3.3,Four seam fast ball,203.484,2332.179
2443,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_09/gid_2010_05_09_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,150359,R,Double,X,84.98,132.97,81.4,73.1,3.51,1.67,5.76,-5.02,-0.305,1.4,1.673,-2.208,50,5.82,2.686,-119.369,-1.166,7.953,32.094,-39.028,23.6,-12.3,11.9,Knuckle curve,49.244,1276.015
2453,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_09/gid_2010_05_09_nyamlb_bosmlb_1/inning/inning_all.xml,134181,R,454972,R,Flyout,X,60.94,128.65,84.8,77.4,3.51,1.67,1.89,-1.37,0.377,1.4,1.994,-1.777,50,6.557,4.639,-124.182,-4.046,2.884,29.972,-34.199,23.7,-6.3,9.4,Slider,54.925,411.69
2520,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_10/gid_2010_05_10_tormlb_bosmlb_1/inning/inning_all.xml,134181,R,451650,L,Groundout,X,108.15,149.38,90.1,80.3,3.42,1.67,9.74,8.34,-0.264,1.4,2.299,1.421,50,5.647,-7.539,-131.772,-5.067,16.509,37.493,-17.969,23.6,-36.6,5.8,Sinker,130.711,2397.833
2562,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_11/gid_2010_05_11_tormlb_bosmlb_1/inning/inning_all.xml,134181,R,445968,L,Groundout,X,115.88,148.51,88.4,79.9,3.42,1.67,2.9,9.75,-0.171,1.4,2.705,2.065,50,5.856,-6.612,-129.41,-4.833,4.808,32.528,-15.921,23.7,-10.6,4.3,Four seam fast ball,163.522,1900.136
2565,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_11/gid_2010_05_11_tormlb_bosmlb_1/inning/inning_all.xml,134181,R,445968,L,Groundout,X,98.71,138.15,75.8,67.9,3.42,1.67,-6,-9.61,0.28,1.4,2.046,2.269,50,6.216,-2.612,-111.085,1.18,-7.128,29.053,-43.518,23.6,10.1,15.1,Curve ball,327.858,1749.736
2625,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_12/gid_2010_05_12_tormlb_bosmlb_1/inning/inning_all.xml,134181,R,451788,R,Flyout,X,94.42,143.33,86.3,78.4,3.42,1.67,-0.91,8.35,0.255,1.4,2.547,-0.959,50,6.202,3.298,-126.406,-5.246,-1.443,30.265,-18.842,23.7,2,5.2,Four seam fast ball,186.176,1539.072
2642,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_12/gid_2010_05_12_tormlb_bosmlb_1/inning/inning_all.xml,134181,R,451788,R,Flyout,X,105.58,135.56,85.4,77.6,3.42,1.67,-1.27,13.77,0.002,1.4,3.636,-0.84,50,6.417,2.468,-125.081,-4.666,-1.98,28.665,-10.608,23.7,7,3.1,Four seam fast ball,185.244,2511.905
2650,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_12/gid_2010_05_12_tormlb_bosmlb_1/inning/inning_all.xml,134181,R,276514,R,Single,X,80.69,113.11,88.4,80.6,3.42,1.67,0.22,9.08,0.69,1.4,3.681,-2.126,50,6.462,7.086,-129.431,-3.745,0.37,30.142,-16.894,23.7,-6.3,4.3,Cut-Fastball,178.615,1713.226
2688,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_14/gid_2010_05_14_bosmlb_detmlb_1/inning/inning_all.xml,134181,R,453286,R,Flyout,X,106.44,117.43,91.9,84.6,3.42,1.67,-6.82,5.43,-0.167,1.4,3.728,-3.127,50,5.467,10.217,-134.463,-0.449,-12.512,28.7,-22.148,23.8,25,5.4,Four seam fast ball,231.294,1729.919
2706,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_14/gid_2010_05_14_bosmlb_detmlb_1/inning/inning_all.xml,134181,R,346801,L,Single,X,78.11,158.88,93.3,85.7,3.42,1.67,12.11,4.42,0.511,1.4,1.777,2.158,50,5.908,-8.654,-136.475,-6.678,22.719,31.638,-23.806,23.8,-39.4,7.1,Two-seam fastball,110.22,2573.732
2710,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_14/gid_2010_05_14_bosmlb_detmlb_1/inning/inning_all.xml,134181,R,547820,L,Groundout,X,93.56,161.47,88.6,81.7,3.42,1.67,11.61,6.9,0.164,1.4,1.659,1.978,50,5.052,-8.505,-129.653,-4.714,19.781,26.936,-20.346,23.8,-40.3,6.7,Sinker,120.878,2578.959
2778,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_15/gid_2010_05_15_bosmlb_detmlb_1/inning/inning_all.xml,134181,R,425883,L,Single,X,61.8,164.92,80.9,76.3,3.42,1.67,-3.13,-0.33,1.133,1.4,1.789,2.539,50,6.051,-2.355,-118.568,-3.138,-4.53,19.044,-32.575,23.9,8.3,9.3,Slider,275.059,556.452
2794,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_15/gid_2010_05_15_bosmlb_detmlb_1/inning/inning_all.xml,134181,R,444382,R,Double,X,121.03,135.56,87.9,80.6,3.42,1.67,-8.4,5.85,-0.695,1.4,2.846,-2.285,50,6.357,6.788,-128.639,-4.475,-13.982,28.447,-22.364,23.8,28.3,6.5,Two-seam fastball,234.945,1926.291
2806,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_15/gid_2010_05_15_bosmlb_detmlb_1/inning/inning_all.xml,134181,R,444382,R,Flyout,X,106.44,156.29,76.9,70.9,3.42,1.67,1.73,-1.95,-0.204,1.4,1.981,-2.338,50,6.622,4.223,-112.617,-2.45,2.191,22.805,-34.57,23.8,-4.7,11.3,Curve ball,42.44,418.259
2815,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_15/gid_2010_05_15_bosmlb_detmlb_1/inning/inning_all.xml,134181,R,457435,L,Groundout,X,55.79,142.47,78.8,72.5,3.42,1.67,8.98,5.45,1.321,1.4,2.686,2.713,50,5.96,-5.815,-115.37,-1.986,12.049,22.457,-24.797,23.8,-23.6,8.3,Change-up,121.478,1776.593
2917,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_17/gid_2010_05_17_bosmlb_nyamlb_1/inning/inning_all.xml,134181,R,461833,R,Single,X,79.83,118.29,94.5,86.3,3.29,1.55,-5.48,9.72,0.631,1.4,3.673,-2.557,50,5.96,10.603,-138.214,-3.746,-10.519,33.146,-13.453,23.7,29.2,3.5,Four seam fast ball,209.33,2254.03
2925,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_17/gid_2010_05_17_bosmlb_nyamlb_1/inning/inning_all.xml,134181,R,461833,R,Groundout,X,79.83,180.46,88.6,82.4,3.29,1.55,2.23,4.8,0.575,1.4,0.935,-2.699,50,5.506,7.643,-129.471,-7.032,3.794,25.99,-23.918,23.8,-11.6,6.1,Cut-Fastball,155.321,1018.132
2932,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_17/gid_2010_05_17_bosmlb_nyamlb_1/inning/inning_all.xml,134181,R,457429,L,Grounded Into DP,X,76.39,158.88,94,86.9,3.29,1.55,8.3,7.64,0.686,1.4,2.046,2.868,50,6.018,-8.864,-137.417,-7.594,15.952,29.133,-17.419,23.8,-36.7,5,Two-seam fastball,132.769,2294.108
2942,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_17/gid_2010_05_17_bosmlb_nyamlb_1/inning/inning_all.xml,134181,R,150122,L,Flyout,X,103,168.37,91,84.2,3.29,1.55,12.46,2.49,-0.13,1.4,1.488,2.57,50,5.43,-11.348,-132.891,-5.101,22.363,27.503,-27.628,23.8,-35.1,7.9,Sinker,101.491,2491.32
3009,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_18/gid_2010_05_18_bosmlb_nyamlb_1/inning/inning_all.xml,134181,R,282332,L,Grounded Into DP,X,78.11,152.83,84.6,78.7,3.29,1.55,6.41,6.58,0.671,1.4,2.228,2.175,50,6.232,-5.733,-123.862,-5.377,10.028,23.04,-21.802,23.8,-21.6,6.3,Change-up,135.967,1689.822
3015,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_18/gid_2010_05_18_bosmlb_nyamlb_1/inning/inning_all.xml,134181,R,282332,L,Groundout,X,97,147.65,91.6,83.7,3.29,1.55,0.83,12.1,0.156,1.4,2.416,1.961,50,6.578,-5.034,-133.891,-8.995,1.491,31.362,-10.344,23.7,-1.6,2.8,Four seam fast ball,176.095,2370.911
3022,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_18/gid_2010_05_18_bosmlb_nyamlb_1/inning/inning_all.xml,134181,R,501955,R,Groundout,X,84.98,151.1,94.1,85.9,3.29,1.55,-4.32,8.36,0.394,1.4,2.304,-1.313,50,6.448,6.128,-137.579,-8.198,-8.188,33.622,-16.256,23.7,20.3,4.2,Four seam fast ball,207.219,1887.617
3136,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_19/gid_2010_05_19_minmlb_bosmlb_1/inning/inning_all.xml,134181,R,435044,R,Flyout,X,92.7,131.24,82.8,74.7,3.42,1.67,0.38,0.82,0.15,1.4,3.053,-1.703,50,6.066,4.27,-121.345,-0.604,0.557,29.992,-30.91,23.7,-2.8,8.8,Slider,156.22,165.144
3142,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_19/gid_2010_05_19_minmlb_bosmlb_1/inning/inning_all.xml,134181,R,435044,R,Single,X,88.41,151.1,93.8,83.6,3.42,1.67,-7.97,8.03,0.381,1.4,1.86,-1.499,50,5.716,7.753,-137.153,-7.023,-14.622,40.681,-17.368,23.6,32.5,5.1,Sinker,224.641,2201.158
3152,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_19/gid_2010_05_19_minmlb_bosmlb_1/inning/inning_all.xml,134181,R,435044,R,Single,X,76.39,109.66,88.8,80.2,3.42,1.67,-3.7,7.75,0.761,1.4,4.115,-1.609,50,6.12,7.249,-130.075,-1.345,-6.205,32.942,-19.118,23.7,12.8,4.9,Sinker,205.419,1612.283
3159,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_19/gid_2010_05_19_minmlb_bosmlb_1/inning/inning_all.xml,134181,R,488846,L,Flyout,X,86.7,137.29,83.2,75.2,3.42,1.67,9.7,5.4,0.45,1.4,2.745,2.507,50,6.114,-7.879,-121.748,-2.936,14.206,29.201,-24.188,23.7,-26.5,7.7,Change-up,119.343,1941.974
3217,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_20/gid_2010_05_20_minmlb_bosmlb_1/inning/inning_all.xml,134181,R,434538,L,Home Run,X,80.69,130.38,87.8,79,3.29,1.55,8.82,7.27,0.454,1.4,3.158,1.122,50,5.421,-4.543,-128.675,-1.655,14.385,33.396,-20.238,23.6,-32.6,6.1,Change-up,129.685,2107.498
3231,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_20/gid_2010_05_20_minmlb_bosmlb_1/inning/inning_all.xml,134181,R,453249,R,Double,X,111.59,158.01,81.2,73.8,3.29,1.55,5.55,-2.78,-0.285,1.4,2.028,-0.036,50,6.361,-2.247,-119.107,-2.33,7.76,28.737,-35.985,23.7,-11.2,10.9,Curve ball,63.843,1053.041
3237,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_20/gid_2010_05_20_minmlb_bosmlb_1/inning/inning_all.xml,134181,R,400010,R,Groundout,X,109.01,145.06,91.1,82,3.29,1.55,-4.43,13.43,-0.223,1.4,2.46,-0.806,50,6.699,3.008,-133.201,-9.375,-7.762,35.42,-8.59,23.7,32.3,3,Four seam fast ball,198.216,2704.238
3285,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_21/gid_2010_05_21_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,430935,L,Groundout,X,139.06,140.74,92.8,86,3.75,1.55,4.16,11.24,-1.113,1.4,2.65,1.734,50,6.658,-9.097,-135.586,-8.706,7.807,27.687,-11.022,23.8,-25.2,3,Four seam fast ball,159.743,2412.523
3290,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_21/gid_2010_05_21_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,430935,L,Fan interference,X,89.27,136.43,79.2,72.2,3.75,1.55,5.76,6.63,0.243,1.4,2.932,1.978,50,6.893,-5.641,-115.997,-3.901,7.713,25.12,-23.225,23.7,-15.3,7.6,Change-up,139.244,1477.608
3340,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_22/gid_2010_05_22_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,452718,R,Flyout,X,140.77,149.38,89.2,81.8,3.75,1.55,-7.61,8.7,-1.188,1.4,2.316,-1.137,50,6.442,2.405,-130.563,-7.249,-13.034,29.55,-17.21,23.8,33.6,5.4,Sinker,221.056,2205.076
3344,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_22/gid_2010_05_22_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,452718,R,Double,X,147.64,145.06,91.3,83.8,3.75,1.55,-8.89,8.09,-1.418,1.4,2.535,-1.047,50,6.389,2.059,-133.678,-6.81,-15.979,30.541,-17.561,23.8,39.1,5.6,Sinker,227.556,2349.999
3347,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_22/gid_2010_05_22_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,452718,R,Double,X,87.55,140.74,91.5,83.2,3.75,1.55,-9.28,8.59,0.403,1.4,2.678,-0.82,50,6.357,6.371,-133.892,-6.477,-16.588,32.915,-16.746,23.7,39.5,5.4,Sinker,227.074,2454.622
3352,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_22/gid_2010_05_22_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,150153,R,Groundout,X,118.45,137.29,87.8,81.6,3.75,1.55,-1.21,9.08,-0.562,1.4,2.898,-2.224,50,5.763,4.642,-128.645,-4.027,-2.055,24.155,-16.722,23.8,4,4.2,Four seam fast ball,187.574,1757.928
3426,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_23/gid_2010_05_23_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,136880,R,Groundout,X,121.03,158.88,92.5,84.5,3.75,1.55,-7.66,2.05,-0.677,1.4,1.816,-1.468,50,6.216,4.738,-135.503,-6.368,-14.021,33.754,-28.337,23.7,23.4,7.2,Sinker,254.695,1556.375
3432,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_23/gid_2010_05_23_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,136880,R,Field Error,X,122.75,135.56,93,85.3,3.75,1.55,-8.88,2.63,-0.701,1.4,2.862,-1.546,50,6.149,5.356,-136.254,-3.747,-16.569,31.995,-27.185,23.8,28.7,7,Sinker,253.242,1842.446
3439,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_23/gid_2010_05_23_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,136880,R,Single,X,133.05,141.61,91.2,83.9,3.75,1.55,-8.85,3.36,-0.944,1.4,2.63,-1.568,50,6.309,4.668,-133.662,-4.741,-15.934,30.107,-26.056,23.8,28.9,7,Sinker,248.995,1852.598
3448,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_23/gid_2010_05_23_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,240694,L,Single,X,90.99,175.28,78.6,72.9,3.75,1.55,0.58,1.43,0.271,1.4,1.419,2.17,50,6.152,-4.479,-115.161,-4.09,0.771,22.257,-30.191,23.8,0,9.4,Slider,158.755,268.034
3454,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_23/gid_2010_05_23_bosmlb_phimlb_1/inning/inning_all.xml,134181,R,276056,R,Sac Fly,X,102.15,151.97,96.9,86.4,3.75,1.55,-5.18,9.58,-0.036,1.4,2.24,-1.599,50,6.287,6.151,-141.714,-8.731,-10.156,43.361,-13.322,23.6,27.5,3.8,Four seam fast ball,208.311,2192.195
3477,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_24/gid_2010_05_24_bosmlb_tbamlb_1/inning/inning_all.xml,134181,R,451584,R,Single,X,97.85,161.47,94.1,85.8,3.38,1.55,-5.75,12.04,0.335,1.4,1.885,-1.553,50,6.213,7.115,-137.448,-9.969,-10.884,33.528,-9.319,23.7,38.1,3.2,Two-seam fastball,205.463,2671.956
3487,2010,http://gd2.mlb.com/components/game/mlb/year_2010/month_05/day_24/gid_2010_05_24_bosmlb_tbamlb_1/inning/inning_all.xml,134181,R,451584,R,Single,X,57.51,154.56,86.3,80.8,3.38,1.55,5.33,4.45,1.385,1.4,2.125,-1.601,50,6.333,5.74,-126.254,-5.579,8.701,23.018,-24.83,23.9,-20.4,6.8,Slider,130.167,1308.367
